"DeviceID","DeviceType","Model","Location","HealthStatus","UptimeDays","FirmwareVersion","LastSeen","CPUUtilization","MemoryUtilization","PortUtilization"
"NET-1014","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","337","17.8.1","2026-02-18 18:52:42","67","22","0"
"NET-1015","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","343","17.7.1","2026-02-19 05:52:42","25","59","0"
"NET-1016","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","166","17.6.1","2026-02-18 19:52:42","74","59","0"
"NET-1017","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","189","17.7.2","2026-02-19 12:52:42","32","50","0"
"NET-1018","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","277","17.8.2","2026-02-19 08:52:42","59","71","0"
"NET-1019","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","238","17.7.3","2026-02-19 04:52:42","64","66","0"
"NET-1020","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","205","17.7.2","2026-02-19 11:52:42","73","23","0"
"NET-1021","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","329","17.8.4","2026-02-18 18:52:42","50","40","0"
"NET-1022","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","191","17.6.2","2026-02-19 01:52:42","34","45","0"
"NET-1023","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","85","17.6.4","2026-02-18 22:52:42","42","24","0"
"NET-1024","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Critical","217","17.8.4","2026-02-19 01:52:42","16","64","0"
"NET-1025","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","54","17.8.3","2026-02-19 13:52:42","56","41","0"
"NET-1026","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","246","17.8.2","2026-02-18 19:52:42","29","23","0"
"NET-1027","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","271","17.6.4","2026-02-18 19:52:42","41","41","0"
"NET-1028","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","152","17.7.3","2026-02-19 06:52:42","46","69","0"
"NET-1029","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","114","17.8.1","2026-02-19 15:52:42","50","35","0"
"NET-1030","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","17","17.8.1","2026-02-19 07:52:42","73","70","0"
"NET-1031","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","222","17.7.1","2026-02-19 04:52:42","19","26","0"
"NET-1032","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","291","17.6.4","2026-02-18 21:52:42","49","42","0"
"NET-1033","Access Point","Cisco Catalyst 9120AXI","Keller HS","Warning","129","17.6.4","2026-02-19 16:52:42","50","71","0"
"NET-1034","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","195","17.8.3","2026-02-19 07:52:42","13","23","0"
"NET-1035","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","256","17.8.3","2026-02-19 14:52:42","19","48","0"
"NET-1036","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","251","17.8.1","2026-02-19 13:52:42","10","57","0"
"NET-1037","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Warning","100","17.8.3","2026-02-18 19:52:42","57","49","0"
"NET-1038","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","351","17.6.4","2026-02-19 03:52:42","12","59","0"
"NET-1039","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","104","17.6.1","2026-02-18 18:52:42","48","59","0"
"NET-1040","Access Point","Cisco Catalyst 9120AXI","Foster HS","Warning","154","17.8.4","2026-02-19 09:52:42","65","35","0"
"NET-1041","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","358","17.7.2","2026-02-18 17:52:42","25","21","0"
"NET-1042","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","159","17.7.4","2026-02-19 15:52:42","61","51","0"
"NET-1043","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","293","17.7.2","2026-02-19 05:52:42","66","27","0"
"NET-1044","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","70","17.7.1","2026-02-19 07:52:42","38","44","0"
"NET-1045","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Warning","157","17.6.1","2026-02-18 17:52:42","15","42","0"
"NET-1046","Access Point","Cisco Catalyst 9120AXI","Keller HS","Warning","72","17.7.3","2026-02-19 00:52:42","18","58","0"
"NET-1047","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","259","17.8.2","2026-02-19 13:52:42","44","51","0"
"NET-1048","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","108","17.8.1","2026-02-18 22:52:42","28","60","0"
"NET-1049","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","123","17.8.4","2026-02-19 16:52:42","74","38","0"
"NET-1050","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","236","17.7.1","2026-02-19 15:52:42","14","38","0"
"NET-1051","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","224","17.8.3","2026-02-19 03:52:42","48","22","0"
"NET-1052","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","206","17.6.2","2026-02-19 08:52:42","55","74","0"
"NET-1053","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","100","17.7.3","2026-02-18 18:52:42","34","66","0"
"NET-1054","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","84","17.6.4","2026-02-19 03:52:42","40","65","0"
"NET-1055","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","357","17.7.1","2026-02-19 00:52:42","65","51","0"
"NET-1056","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","278","17.6.1","2026-02-19 10:52:42","42","70","0"
"NET-1057","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","28","17.7.1","2026-02-19 00:52:42","59","74","0"
"NET-1058","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","205","17.6.4","2026-02-19 09:52:42","46","42","0"
"NET-1059","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","189","17.6.4","2026-02-19 14:52:42","41","28","0"
"NET-1060","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","324","17.8.3","2026-02-19 15:52:42","41","70","0"
"NET-1061","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","276","17.8.3","2026-02-18 17:52:42","66","74","0"
"NET-1062","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","340","17.6.2","2026-02-19 14:52:42","51","32","0"
"NET-1063","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Critical","357","17.8.3","2026-02-19 10:52:42","65","65","0"
"NET-1064","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Warning","300","17.8.3","2026-02-19 03:52:42","56","20","0"
"NET-1065","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","237","17.6.1","2026-02-19 12:52:42","48","29","0"
"NET-1066","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","110","17.8.3","2026-02-19 01:52:42","59","52","0"
"NET-1067","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","116","17.8.2","2026-02-18 17:52:42","19","37","0"
"NET-1068","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","3","17.7.2","2026-02-19 16:52:42","27","58","0"
"NET-1069","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Warning","19","17.7.3","2026-02-19 14:52:42","61","63","0"
"NET-1070","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","132","17.8.4","2026-02-19 03:52:42","60","35","0"
"NET-1071","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","267","17.8.1","2026-02-18 19:52:42","56","34","0"
"NET-1072","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","37","17.8.1","2026-02-19 04:52:42","64","49","0"
"NET-1073","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","211","17.8.2","2026-02-18 17:52:42","21","59","0"
"NET-1074","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","72","17.8.1","2026-02-18 20:52:42","49","43","0"
"NET-1075","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Warning","270","17.8.1","2026-02-19 01:52:42","73","78","0"
"NET-1076","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","189","17.7.2","2026-02-19 01:52:42","23","48","0"
"NET-1077","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Warning","121","17.7.2","2026-02-19 12:52:42","19","43","0"
"NET-1078","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","225","17.6.4","2026-02-18 21:52:42","72","72","0"
"NET-1079","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","112","17.6.2","2026-02-19 14:52:42","36","39","0"
"NET-1080","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","162","17.7.4","2026-02-19 05:52:42","57","32","0"
"NET-1081","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","250","17.7.2","2026-02-18 22:52:42","65","54","0"
"NET-1082","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","158","17.7.4","2026-02-19 06:52:42","33","71","0"
"NET-1083","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Warning","346","17.7.2","2026-02-19 09:52:42","27","55","0"
"NET-1084","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","305","17.7.1","2026-02-18 20:52:42","31","36","0"
"NET-1085","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","300","17.8.1","2026-02-18 18:52:42","29","72","0"
"NET-1086","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","166","17.8.3","2026-02-19 14:52:42","25","44","0"
"NET-1087","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","174","17.8.3","2026-02-19 14:52:42","63","61","0"
"NET-1088","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","354","17.7.1","2026-02-19 05:52:42","49","45","0"
"NET-1089","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","150","17.7.4","2026-02-18 22:52:42","44","28","0"
"NET-1090","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","83","17.7.4","2026-02-18 20:52:42","61","38","0"
"NET-1091","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","107","17.7.3","2026-02-19 07:52:42","35","60","0"
"NET-1092","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","115","17.6.1","2026-02-18 18:52:42","17","66","0"
"NET-1093","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","361","17.8.1","2026-02-19 04:52:42","21","27","0"
"NET-1094","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","55","17.6.3","2026-02-19 01:52:42","39","47","0"
"NET-1095","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","189","17.6.4","2026-02-19 07:52:42","57","47","0"
"NET-1096","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","71","17.6.2","2026-02-18 20:52:42","26","78","0"
"NET-1097","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","136","17.8.4","2026-02-18 19:52:42","24","65","0"
"NET-1098","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","230","17.8.4","2026-02-19 16:52:42","55","73","0"
"NET-1099","Firewall","Palo Alto PA-5220","Florence Elem","Healthy","220","17.6.4","2026-02-18 19:52:42","45","56","0"
"NET-1100","Firewall","Palo Alto PA-5220","Stadium Complex","Healthy","181","17.6.3","2026-02-19 16:52:42","16","51","0"
"NET-1101","Firewall","Palo Alto PA-5220","Bear Creek MS","Healthy","170","17.8.4","2026-02-19 00:52:42","74","45","0"
"NET-1102","Firewall","Palo Alto PA-5220","Timberview MS","Healthy","106","17.8.2","2026-02-18 20:52:42","44","42","0"
"NET-1103","Firewall","Palo Alto PA-5220","Keller HS","Healthy","141","17.7.2","2026-02-19 00:52:42","33","48","0"
"NET-1104","Firewall","Palo Alto PA-5220","North Star Elem","Healthy","102","17.8.3","2026-02-18 18:52:42","70","67","0"
"NET-1105","Firewall","Palo Alto PA-5220","Transportation Center","Healthy","267","17.7.1","2026-02-19 02:52:42","57","43","0"
"NET-1106","Firewall","Palo Alto PA-5220","Timber Creek HS","Healthy","60","17.6.1","2026-02-19 06:52:42","51","48","0"
"NET-1107","Router","Cisco ISR 4451","Basswood Elem","Healthy","56","17.7.4","2026-02-18 19:52:42","33","43","0"
"NET-1108","Router","Cisco ISR 4451","Stadium Complex","Healthy","301","17.8.3","2026-02-18 17:52:42","28","57","0"
"NET-1109","Router","Cisco ISR 4451","Keller HS","Warning","109","17.8.4","2026-02-19 10:52:42","68","20","0"
"NET-1110","Router","Cisco ISR 4451","Hillwood MS","Healthy","270","17.8.4","2026-02-19 16:52:42","13","42","0"
"NET-1111","Router","Cisco ISR 4451","Ridgeview Elem","Healthy","224","17.7.1","2026-02-19 06:52:42","49","70","0"
"NET-1112","Router","Cisco ISR 4451","Basswood Elem","Healthy","319","17.6.2","2026-02-18 18:52:42","45","70","0"
"NET-1113","Router","Cisco ISR 4451","Parkview Elem","Healthy","249","17.7.3","2026-02-19 02:52:42","56","66","0"
"NET-1114","Router","Cisco ISR 4451","Hillwood MS","Healthy","177","17.6.3","2026-02-19 12:52:42","69","20","0"
"NET-1115","Router","Cisco ISR 4451","Willis Lane Elem","Healthy","314","17.7.4","2026-02-19 04:52:42","69","60","0"
"NET-1116","Router","Cisco ISR 4451","Parkview Elem","Healthy","330","17.8.3","2026-02-19 03:52:42","33","44","0"
"NET-1117","Router","Cisco ISR 4451","Basswood Elem","Healthy","88","17.7.3","2026-02-19 10:52:42","47","31","0"
"NET-1118","Router","Cisco ISR 4451","Keller HS","Warning","110","17.7.4","2026-02-19 02:52:42","49","59","0"
